Rank,Word,CEFR,PartOfSpeech,IPA_UK,Chinese,Collocation,Example_EN,Example_CN,Synonym,Antonym,MemoryTip
47,baby,A1,noun,/ˈbeɪbi/,婴儿；宝贝,new baby;baby brother;baby food,Their new baby sleeps most of the day.,他们的新生儿白天大多在睡觉。,infant;child,adult,baby 叠音可爱，像哄孩子。
48,back,A1,noun; adv.; adj.,/bæk/,背；后面；回来,come back;at the back;back door,Please come back before it gets dark.,请在天黑前回来。,rear;return,front;forward,back 既是背，也是往回走。
49,bad,A1,adj.,/bæd/,坏的；糟糕的,bad news;bad weather;feel bad,We cancelled the picnic because of bad weather.,因为天气不好，我们取消了野餐。,poor;awful,good;fine,bad 与 good 成对记。
50,bag,A1,noun,/bæɡ/,包；袋子,school bag;plastic bag;bag of,She put the apples in a plastic bag.,她把苹果装进塑料袋。,sack;pack,,bag 短促，像把东西装进去。
51,ball,A1,noun,/bɔːl/,球,kick a ball;ball game;tennis ball,The children kicked a ball in the park.,孩子们在公园里踢球。,sphere,,ball 圆圆的，发音也圆。
52,banana,A1,noun,/bəˈnɑːnə/,香蕉,ripe banana;banana milkshake;eat a banana,He eats a banana after morning exercise.,晨练后他会吃一根香蕉。,fruit,,ba-na-na 三个音节，像弯弯的香蕉。
53,band,A1,noun,/bænd/,乐队；带子,rock band;school band;wrist band,Their school band will play at the festival.,他们的校乐队将在节日演出。,group;strap,,band 可记成一群人绑在一起演奏。
54,bank,A1,noun,/bæŋk/,银行；岸,bank account;river bank;at the bank,I need to go to the bank this afternoon.,我今天下午需要去银行。,shore;lender,,bank 存钱，也可指河岸。
55,bath,A1,noun,/bɑːθ/,洗澡；浴缸,have a bath;bath time;run a bath,She likes to have a bath after a long day.,忙完漫长的一天后她喜欢洗个澡。,wash;tub,shower,bath 英式常说 have a bath。
56,bathroom,A1,noun,/ˈbɑːθruːm/,浴室；卫生间,bathroom door;in the bathroom;shared bathroom,The bathroom is at the end of the hall.,浴室在走廊尽头。,toilet;washroom,,bath + room：洗澡的房间。
57,be,A1,verb,/biː/,是；在；成为,be careful;be quiet;will be,Please be quiet during the exam.,考试时请保持安静。,exist;become,,be 是最基础的“是/在”。
58,beach,A1,noun,/biːtʃ/,海滩,sandy beach;at the beach;beach holiday,We spent the whole day at the sandy beach.,我们在沙滩上待了一整天。,shore;seaside,inland,beach 有 ea，像海浪的声音。
59,beautiful,A1,adj.,/ˈbjuːtɪfl/,美丽的,beautiful day;beautiful view;look beautiful,It is a beautiful day for a long walk.,今天适合好好散个步，天气真美。,pretty;lovely,ugly,beauty + ful：充满美。
60,because,A1,conj.,/bɪˈkɒz/,因为,because of;just because;because I,I stayed home because I felt tired.,我待在家里，因为我觉得累了。,since;as,although,be-cause：事情的原因。
61,become,A1,verb,/bɪˈkʌm/,变成；成为,become a teacher;become angry;become clear,She hopes to become a doctor in future.,她希望将来成为一名医生。,turn into;grow,remain,be + come：变成某种样子到来。
62,bed,A1,noun,/bed/,床,go to bed;in bed;make the bed,Please make the bed before you leave.,出门前请把床整理好。,bunk;cot,,bed 短，晚上就回到 bed。
63,bedroom,A1,noun,/ˈbedruːm/,卧室,my bedroom;bedroom window;shared bedroom,His bedroom window looks onto the garden.,他卧室的窗户朝向花园。,chamber,,bed + room：放床的房间。
64,beer,A1,noun,/bɪə(r)/,啤酒,a glass of beer;cold beer;drink beer,He ordered a cold beer with his meal.,他点餐时要了一杯冰啤酒。,ale;lager,,beer 双 e，像泡沫升起。
65,before,A1,prep.; conj.; adv.,/bɪˈfɔː(r)/,在……之前,before school;the day before;before long,Brush your teeth before you go to bed.,睡觉前请刷牙。,prior to;earlier,after,be-fore：站在时间前面。
66,begin,A1,verb,/bɪˈɡɪn/,开始,begin with;begin to;begin work,The film will begin in ten minutes.,电影十分钟后开始。,start;commence,end;finish,begin 与 end 成对。
67,behind,A1,prep.; adv.,/bɪˈhaɪnd/,在……后面,behind the door;fall behind;leave behind,The cat is hiding behind the door.,猫藏在门后面。,after;rear,in front of,be-hind：在后边。
68,believe,A1,verb,/bɪˈliːv/,相信；认为,believe in;hard to believe;believe that,I believe that we can finish this today.,我相信我们今天能完成这件事。,trust;think,doubt;deny,believe 里有 lie，但意思是相信而非撒谎——注意区分。
69,below,A1,prep.; adv.,/bɪˈləʊ/,在……下面；低于,below zero;see below;below average,Temperatures may fall below zero tonight.,今晚气温可能降到零度以下。,under;beneath,above,be-low：位置偏低。
70,belt,A1,noun,/belt/,腰带；地带,seat belt;leather belt;green belt,Please fasten your seat belt before we leave.,出发前请系好安全带。,strap;zone,,belt 系在腰上，seat belt 系在座位上。
71,best,A1,adj.; adv.; noun,/best/,最好的；最好地,best friend;do your best;the best,She is my best friend at school.,她是我学校里最好的朋友。,finest;top,worst,good → better → best。
72,better,A1,adj.; adv.,/ˈbetə(r)/,更好的；更好地,feel better;better than;get better,I feel better after a short rest.,休息一会儿后我感觉好多了。,improved;superior,worse,better 是 good 的比较级。
73,between,A1,prep.; adv.,/bɪˈtwiːn/,在……之间,between jobs;between us;choose between,The shop is between the bank and the cafe.,那家店在银行和咖啡馆之间。,among;amid,outside,be-tween：夹在两边中间。
74,bicycle,A1,noun,/ˈbaɪsɪkl/,自行车,ride a bicycle;bicycle lane;by bicycle,He rides a bicycle to school every day.,他每天骑自行车上学。,bike;cycle,car,bi + cycle：两个轮子转起来。
75,big,A1,adj.,/bɪɡ/,大的,big city;big problem;big smile,London is a big city with many parks.,伦敦是一座有很多公园的大城市。,large;huge,small;little,big 口型张大，像“大”。
76,bike,A1,noun,/baɪk/,自行车；摩托车（口语）,ride a bike;bike ride;new bike,We went for a bike ride by the lake.,我们沿着湖边骑车兜风。,bicycle;cycle,,bike 是 bicycle 的短说法。
77,bird,A1,noun,/bɜːd/,鸟,singing bird;bird song;wild bird,A small bird was singing outside my window.,一只小鸟在我窗外唱歌。,fowl,,bird 飞翔，b 像振翅。
78,birthday,A1,noun,/ˈbɜːθdeɪ/,生日,happy birthday;birthday party;birthday cake,We baked a cake for her birthday party.,我们为她的生日聚会烤了蛋糕。,anniversary,,birth + day：出生的那一天。
79,black,A1,adj.; noun,/blæk/,黑色的；黑色,black coffee;black hair;in black,He always drinks black coffee in the morning.,他早上总是喝黑咖啡。,dark,white,black 与 white 成对记颜色。
80,blue,A1,adj.; noun,/bluː/,蓝色的；蓝色,blue sky;dark blue;feel blue,The blue sky made everyone feel cheerful.,蓝色的天空让大家心情愉快。,azure,,blue 既是颜色，也可表示情绪低落。
81,board,A1,noun; verb,/bɔːd/,木板；董事会；登机,notice board;on board;board a plane,Please check the notice board for new messages.,请查看布告栏上的新通知。,plank;panel,,board 可记：公告贴在 board 上。
82,boat,A1,noun,/bəʊt/,小船；舟,by boat;fishing boat;boat trip,We took a small boat across the lake.,我们坐小船穿过湖面。,ship;vessel,,boat 短，比 ship 小一号。
83,body,A1,noun,/ˈbɒdi/,身体；主体,human body;body language;keep your body,Exercise helps keep your body strong and healthy.,锻炼有助于保持身体健康强壮。,form;physique,mind,body 相对 mind：身与心。
84,book,A1,noun; verb,/bʊk/,书；预订,read a book;book a table;notebook,I need to book a table for Friday evening.,我需要预订周五晚上的餐位。,volume;reserve,cancel,book 既是书，也可“订下来”。
85,bored,A1,adj.,/bɔːd/,感到无聊的,feel bored;bored with;get bored,The children got bored during the long meeting.,孩子们在漫长的会议中感到无聊。,fed up;weary,interested;excited,bored 是人的感受；boring 是事物本身。
86,boring,A1,adj.,/ˈbɔːrɪŋ/,令人无聊的,boring film;boring job;so boring,That film was so boring that I left early.,那部电影太无聊了，我提前离开了。,dull;tedious,interesting;exciting,-ing 形容事物让人觉得无聊。
87,born,A1,verb,/bɔːn/,出生（be born）,be born;born in;born on,She was born in a small town near York.,她出生在约克附近的一座小镇。,delivered,,be born：被动结构记“出生”。
88,both,A1,det.; pron.,/bəʊθ/,两者都,both of;both sides;both...and,Both of my brothers live in Manchester.,我的两个哥哥都住在曼彻斯特。,the two,neither,both 管两个，neither 一个也不。
89,bottle,A1,noun,/ˈbɒtl/,瓶子,bottle of water;plastic bottle;open a bottle,Please bring a bottle of water to the gym.,请带一瓶水去健身房。,flask;container,,bottle 中间双 t，像瓶颈收紧。
90,bottom,A1,noun; adj.,/ˈbɒtəm/,底部；最下方的,at the bottom;bottom shelf;bottom of,Your keys are at the bottom of the bag.,你的钥匙在包的底部。,base;foot,top,bottom 对 top：底对顶。
91,box,A1,noun; verb,/bɒks/,盒子；拳击,lunch box;cardboard box;box of,She put the toys back into the cardboard box.,她把玩具放回纸箱里。,case;carton,,box 四方，像一个盒子。
92,boy,A1,noun,/bɔɪ/,男孩,little boy;boy and girl;schoolboy,The little boy waved to his mother.,小男孩向妈妈挥手。,lad;child,girl,boy 与 girl 成对。
93,boyfriend,A1,noun,/ˈbɔɪfrend/,男朋友,her boyfriend;new boyfriend;meet my boyfriend,She introduced her boyfriend to her parents.,她把男朋友介绍给父母。,partner,girlfriend,boy + friend：男性朋友中的那一位。
94,bread,A1,noun,/bred/,面包,fresh bread;slice of bread;bread and butter,She bought fresh bread from the corner shop.,她在街角小店买了新鲜面包。,loaf,,bread 是餐桌上的基本主食。
95,break,A1,verb; noun,/breɪk/,打破；休息,take a break;break a glass;coffee break,Let's take a short break after this chapter.,学完这一章后我们休息一会儿吧。,pause;shatter,repair;continue,break 既可打破，也可“打断一下休息”。
96,breakfast,A1,noun,/ˈbrekfəst/,早餐,have breakfast;eat breakfast;breakfast time,We usually have breakfast at half past seven.,我们通常七点半吃早餐。,morning meal,,break + fast：打断禁食，开始吃早饭。
97,bring,A1,verb,/brɪŋ/,带来,bring back;bring with;bring to,Please bring your notebook to tomorrow's class.,请带笔记本参加明天的课。,fetch;carry,take;remove,bring 朝说话人方向拿来；take 拿去。
98,brother,A1,noun,/ˈbrʌðə(r)/,兄弟,older brother;younger brother;brother and sister,My older brother works in a bookshop.,我哥哥在书店工作。,sibling,sister,brother 与 sister 成对记家人。
99,brown,A1,adj.; noun,/braʊn/,棕色的；棕色,brown hair;dark brown;brown eyes,She has dark brown hair and brown eyes.,她有深棕色的头发和棕色的眼睛。,chestnut,,brown 像泥土和树干的颜色。
100,build,A1,verb,/bɪld/,建造；建立,build a house;build confidence;build up,They plan to build a new house next year.,他们计划明年建一座新房子。,construct;create,destroy;demolish,build 一块块往上垒。
101,busy,A1,adj.,/ˈbɪzi/,忙碌的,busy day;keep busy;busy with,She has a very busy day at the office.,她今天在办公室非常忙碌。,occupied;active,free;idle,busy 音似“逼急”，事情把人逼得很急。
102,but,A1,conj.,/bʌt/,但是；除了,but also;nothing but;last but one,I like tea but I prefer coffee today.,我喜欢茶，但今天更想喝咖啡。,however;yet,and,but 一转折，前后意思拧一下。
103,butter,A1,noun,/ˈbʌtə(r)/,黄油,bread and butter;butter knife;spread butter,Please pass the butter for my toast.,请把黄油递给我抹吐司。,spread,,butter 软软的，涂在面包上。
104,buy,A1,verb,/baɪ/,购买,buy tickets;buy for;buy online,We need to buy tickets before the show.,演出前我们需要买票。,purchase;get,sell,buy 与 by 同音不同义，付钱才是 buy。
105,by,A1,prep.; adv.,/baɪ/,通过；在旁边；到……为止,by bus;by the way;by Friday,She goes to work by bus every morning.,她每天早上坐公交上班。,via;beside,without,by 表方式：by bus 靠公交完成。
106,cafe,A1,noun,/ˈkæfeɪ/,咖啡馆,coffee cafe;local cafe;cafe near,We met at a small cafe near the station.,我们在车站附近的一家小咖啡馆见面。,coffee shop;bistro,,cafe 来自法语，想成喝咖啡的小店。
107,cake,A1,noun,/keɪk/,蛋糕,birthday cake;piece of cake;chocolate cake,Mum baked a chocolate cake for dessert.,妈妈烤了巧克力蛋糕当甜点。,pastry;dessert,,piece of cake 也表示“小菜一碟”。
108,call,A1,verb; noun,/kɔːl/,打电话；称呼；呼叫,call a friend;give a call;call back,I will call you after the meeting ends.,会议结束后我会给你打电话。,phone;ring,hang up,call 张口一喊，或拿起电话。
109,camera,A1,noun,/ˈkæmərə/,相机；摄像头,digital camera;camera phone;on camera,He packed a digital camera for the trip.,他为旅行带了一台数码相机。,lens;camcorder,,camera 抓拍画面，像捕捉瞬间。
110,camp,A1,noun; verb,/kæmp/,营地；露营,summer camp;camp site;go camping,The children loved summer camp last year.,孩子们去年很喜欢夏令营。,campsite;encamp,,camp 帐篷一扎就是营地。
111,can,A1,modal; noun,/kæn/,能够；罐头,can swim;can of;cannot,She can swim quite well for her age.,以她的年龄来说，她游泳已经很好了。,able;tin,cannot,can 能力或罐头，看语境。
112,capital,A1,noun; adj.,/ˈkæpɪtl/,首都；大写；资本,capital city;capital letter;in capital,Paris is the capital of France.,巴黎是法国的首都。,metropolis;uppercase,lowercase,capital 既是首都，也是大写字母。
113,car,A1,noun,/kɑː(r)/,小汽车,drive a car;by car;car park,They drove a car to the countryside.,他们开车去了乡下。,vehicle;auto,,car 短促，想到方向盘。
114,card,A1,noun,/kɑːd/,卡片；纸牌,birthday card;credit card;ID card,Please bring your ID card to the exam.,请带身份证参加考试。,postcard;pass,,card 一张薄片，信息写在上面。
115,carefully,A1,adv.,/ˈkeəfəli/,小心地；仔细地,drive carefully;read carefully;listen carefully,Please read the instructions carefully first.,请先仔细阅读说明。,cautiously;attentively,carelessly,careful + ly：把小心变成副词。
116,carrot,A1,noun,/ˈkærət/,胡萝卜,fresh carrot;carrot soup;carrot stick,She added a fresh carrot to the soup.,她往汤里加了一根新鲜胡萝卜。,vegetable,,carrot 橙黄，像奖励的“萝卜”。
117,carry,A1,verb,/ˈkæri/,携带；运送,carry a bag;carry on;carry out,Can you help me carry this heavy bag?,你能帮我提这个重袋子吗？,take;transport,drop,carry 双手托着往前送。
118,cartoon,A1,noun,/kɑːˈtuːn/,卡通；漫画,watch a cartoon;cartoon character;cartoon film,The kids watch a cartoon every Sunday morning.,孩子们每周日早上都看卡通片。,animation;comic,,cartoon 夸张线条，想到动画。
119,case,A1,noun,/keɪs/,情况；盒子；案件,in this case;phone case;case study,In this case we should wait a little longer.,这种情况下我们应该再等一会儿。,situation;box,,case 盒子装东西，也指情形。
120,cash,A1,noun,/kæʃ/,现金,pay cash;cash machine;cash payment,Do you prefer to pay cash or by card?,你更想付现金还是刷卡？,money;notes,credit,cash 手里能摸到的钱。
121,cat,A1,noun,/kæt/,猫,black cat;pet cat;cat food,Their black cat sleeps on the sofa.,他们的黑猫睡在沙发上。,kitten;feline,dog,cat 短，和 dog 成对记宠物。
122,catch,A1,verb,/kætʃ/,接住；赶上；染上,catch a ball;catch a bus;catch a cold,Hurry or you will miss and catch the later bus.,快点，否则只能赶下一班车了。,grab;capture,miss;throw,catch 手一合把东西捉住。
123,centre,A1,noun,/ˈsentə(r)/,中心；中心区,city centre;shopping centre;in the centre,The museum is in the city centre.,博物馆位于市中心。,middle;hub,edge,英式 centre，中间有 re。
124,century,A1,noun,/ˈsentʃəri/,世纪；百年,21st century;last century;half a century,Online learning grew fast in this century.,本世纪在线学习发展很快。,hundred years;era,,cent 表百，century 一百年。
125,certainly,A1,adv.,/ˈsɜːtnli/,当然；肯定地,certainly not;most certainly;yes certainly,I will certainly help you with the project.,我当然会帮你做这个项目。,surely;definitely,doubtfully,certain + ly：把确定说得更肯定。
126,chair,A1,noun,/tʃeə(r)/,椅子,sit on a chair;office chair;chair leg,Please take a chair near the window.,请坐靠窗的那把椅子。,seat;stool,,chair 支撑人坐着。
127,chance,A1,noun,/tʃɑːns/,机会；可能性,by chance;take a chance;second chance,I met my old teacher by chance downtown.,我在市中心偶然遇见了以前的老师。,opportunity;possibility,certainty,chance 像命运抛硬币。
128,change,A1,verb; noun,/tʃeɪndʒ/,改变；零钱,change clothes;loose change;change into,You should change your wet clothes soon.,你应该尽快换下湿衣服。,alter;coins,keep,change 既是变化，也指零钱。
129,cheap,A1,adj.,/tʃiːp/,便宜的；劣质的,cheap ticket;cheap hotel;quite cheap,We found a cheap hotel near the station.,我们在车站附近找到一家便宜旅馆。,inexpensive;low-cost,expensive,cheap 音短，价也低。
130,cheese,A1,noun,/tʃiːz/,奶酪,cheese sandwich;hard cheese;slice of cheese,He put cheese on his warm sandwich.,他在热三明治上放了奶酪。,dairy,,cheese 拍照喊声也常说 Cheese。
131,chicken,A1,noun,/ˈtʃɪkɪn/,鸡；鸡肉,roast chicken;chicken soup;fried chicken,Mum cooked roast chicken for Sunday lunch.,妈妈周日午饭做了烤鸡。,poultry,,chicken 可指活鸡也可指鸡肉。
132,child,A1,noun,/tʃaɪld/,孩子,small child;child care;only child,Every child needs time to play outside.,每个孩子都需要到户外玩耍的时间。,kid;youngster,adult,child 复数是 children，不规则。
133,chocolate,A1,noun,/ˈtʃɒklət/,巧克力,dark chocolate;chocolate bar;hot chocolate,She bought a dark chocolate bar after work.,下班后她买了一块黑巧克力。,cocoa;sweet,,chocolate 音节多，苦甜交织。
134,choose,A1,verb,/tʃuːz/,选择,choose carefully;choose between;choose to,You can choose between tea and coffee.,你可以在茶和咖啡之间选择。,select;pick,reject,choose → chose → chosen，元音会变。
135,cinema,A1,noun,/ˈsɪnəmə/,电影院,go to the cinema;cinema ticket;local cinema,Shall we go to the cinema this evening?,我们今晚去电影院好吗？,movies;theatre,,cinema 英式常说，美式多说 movies。
136,city,A1,noun,/ˈsɪti/,城市,big city;city life;city centre,She moved to a bigger city for university.,她为上大学搬去了更大的城市。,town;metropolis,village,city 比 town 更大更繁华。
137,class,A1,noun,/klɑːs/,课；班级；等级,English class;in class;class of,Our English class starts at nine o'clock.,我们的英语课九点开始。,lesson;group,,class 一群人一起上课。
138,classroom,A1,noun,/ˈklɑːsruːm/,教室,classroom door;in the classroom;classroom rules,Please keep the classroom tidy after lessons.,请在下课后保持教室整洁。,schoolroom,,class + room：上课的房间。
139,clean,A1,adj.; verb,/kliːn/,干净的；打扫,clean room;clean up;keep clean,Please clean your room before guests arrive.,客人来之前请把房间打扫干净。,tidy;wash,dirty,clean 反义词 dirty，成对记。
140,clever,A1,adj.,/ˈklevə(r)/,聪明的；精巧的,clever idea;clever student;quite clever,That was a clever idea for saving time.,那真是个节省时间的聪明主意。,smart;bright,stupid;dull,clever 脑子转得快。
141,climb,A1,verb,/klaɪm/,爬；攀登,climb a hill;climb up;climb stairs,They climbed a small hill behind the village.,他们爬上了村子后面的小山。,ascend;scale,descend,climb b 不发音，像悄悄往上爬。
142,clock,A1,noun,/klɒk/,时钟,alarm clock;wall clock;around the clock,The alarm clock woke me at six.,闹钟在六点把我叫醒。,timepiece;watch,,clock 壁上圆形报时。
143,close,A1,verb; adj.; adv.,/kləʊz/; /kləʊs/,关闭；近的,close the door;close to;close friend,Please close the door when you leave.,离开时请把门关上。,shut;near,open;far,动词读 /kləʊz/，形容词常 /kləʊs/。
